SourceID ra dec _25um_Flux_8pix _25um_Flux_8pix_err _25um_Flux_G2D _25um_Flux_G2D_err fwhm25 _37um_Flux_10_5pix _37um_Flux_10_5pix_err _37um_Flux_G2D _37um_Flux_G2D_err fwhm37 _25ApPhot_qflag _37ApPhot_qflag G2D25_qflag G2D37_qflag bkg_qflag25 bkg_qflag37 vExtFlag25 vExtFlag37
SFGC359.967-0.0253 266.410292 -28.977214 8.329 0.4686 9.973 0.5986 11.24 36.23 2.272 31.86 2.514 12.78 000 000 0 0.0 1 0 0 0
SFGC0.529-0.0838 266.800083 -28.527783 16.82 1.296 20.37 3.015 20 27.38 2.693 25.01 2.718 11.65 000 000 0 0.0 1 1 1 0
SFGC0.154-0.0687 266.563875 -28.840022 26.27 1.619 31.57 2.931 15.93 "" 3.156 45.74 5.828 21.32 000 000 0 0.0 1 1 1 1
SFGC359.512-0.0673 266.179042 -29.387625 1.864 0.1215 1.696 0.07176 5.194 5.877 0.3294 5.384 0.216 7.572 000 000 0 0.0 0 0 0 0
SFGC359.937-0.0446 266.411167 -29.012914 134.4 6.564 168.3 11.89 15.93 485.8 13.39 405.2 23.06 19.88 000 000 0 0.0 1 1 1 1
SFGC359.517-0.0902 266.20475 -29.394992 6.774 0.1118 6.845 0.07708 6.065 14.41 0.3854 12.76 0.2675 8.013 000 000 0 0.0 0 0 0 0
SFGC359.517-0.0643 266.179375 -29.381522 2.173 0.09946 2.305 0.07574 6.698 4.603 0.297 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC359.596-0.0533 266.215833 -29.308481 0.6602 0.07516 "" "" "" 2.008 0.1708 1.757 0.1082 7.317 000 000 1 0.0 0 0 0 0
SFGC359.923+0.0434 266.316708 -28.979292 13.38 0.7978 16.77 1.424 15.7 31.56 1.24 27 1.544 14.38 000 000 0 0.0 1 0 1 1
SFGC0.640-0.0909 266.8725 -28.436281 6.221 0.2287 7.6 0.3628 13.95 35.25 1.54 29.41 1.976 14.82 000 000 0 0.0 1 0 1 1
SFGC0.682-0.0352 266.842708 -28.372086 7.041 0.1755 8.01 0.1891 9.479 32.87 0.4604 28.85 0.4903 12.29 000 000 0 0.0 0 0 0 0
SFGC359.971+0.0011 266.386417 -28.96065 1.148 0.1793 1.122 0.1026 5.032 "" "" "" "" "" 000 111 0 1.0 0 0 0 0
SFGC0.004-0.0678 266.473458 -28.968111 18.58 0.1928 21.45 0.2047 9.337 48.25 0.5617 42.97 0.5536 11.38 000 000 0 0.0 0 0 0 0
SFGC359.491-0.0740 266.172833 -29.409403 11.45 0.1747 12.73 0.1585 7.978 17.16 0.361 15.25 0.3288 10.51 000 000 0 0.0 0 0 0 0
SFGC0.649-0.0357 266.823875 -28.400453 0.8748 0.08812 "" "" 20 4.919 0.2056 4.759 0.1378 7.736 000 000 1 0.0 0 0 0 0
SFGC0.214-0.0758 266.606125 -28.792706 1.462 0.1575 1.608 0.1074 6.001 2.98 0.4105 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.956-0.0510 266.428792 -28.999919 88.66 3.836 103.2 4.187 9.6 240.2 15.02 207.2 18.48 14.2 000 000 0 0.0 1 1 0 1
SFGC0.162-0.0662 266.566083 -28.831931 40.04 2.674 51.96 4.36 14.34 69.72 3.875 62.19 5.571 16.6 000 000 0 0.0 1 1 1 1
SFGC359.513-0.0843 266.196292 -29.395769 6.019 0.1677 5.812 0.1005 3.631 16.61 0.3336 14.6 0.2981 10.32 000 000 0 0.0 0 0 0 0
SFGC359.946-0.0257 266.397875 -28.995661 4.219 0.3003 "" "" "" 9.089 1.393 "" "" 26 000 000 1 1.0 0 0 0 0
SFGC359.949-0.0431 266.416833 -29.001853 185.7 15.63 "" "" "" 381.2 20.63 313.4 35.82 20.04 000 000 1 0.0 1 1 0 1
SFGC359.526-0.0672 266.187333 -29.375797 "" "" "" "" "" "" "" 0.8986 0.1706 4.816 111 011 1 0.0 0 0 0 0
SFGC0.639-0.0744 266.856042 -28.428439 2.677 0.1742 "" "" 20 12.23 0.5891 10.39 0.7252 14.21 000 000 1 0.0 0 0 0 1
SFGC0.002-0.1756 266.5775 -29.026036 7.085 0.2514 8.437 0.3429 12 11.1 0.5036 9.187 1.215 26 000 000 0 0.0 0 0 0 1
SFGC359.997-0.1770 266.575958 -29.030853 4.77 0.2324 "" "" "" 11.1 0.4671 "" "" "" 000 000 1 1.0 0 0 0 0
SFGC359.929-0.0716 266.432417 -29.034381 2.823 0.1723 "" "" "" 12.32 0.4909 10.82 0.9417 22.14 000 000 1 0.0 0 0 0 1
SFGC359.963+0.0159 266.367417 -28.959478 8.244 0.1584 9.774 0.2113 11.73 16.95 0.493 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC359.945+0.0145 266.358 -28.975594 29.01 0.3144 34.28 0.4128 11.55 69.01 1.402 60.73 1.54 12.68 000 000 0 0.0 1 0 0 0
SFGC359.743-0.0311 266.282 -29.171736 0.7096 0.1254 0.7768 0.05519 3.872 "" "" 1.629 0.187 5.051 001 011 0 0.0 0 0 0 0
SFGC359.933-0.0493 266.412958 -29.019331 117.2 4.383 153.3 7.505 15.06 468.7 12.88 392.8 20.2 18.1 000 000 0 0.0 1 1 1 1
SFGC359.933-0.0529 266.416375 -29.021322 44.86 2.402 57.64 4.531 16.59 181.1 13.47 147.7 20.84 17.86 000 000 0 0.0 1 1 1 1
SFGC0.147+0.0245 266.468208 -28.798339 11.27 0.4627 13.89 0.7042 13.39 48.23 1.627 "" "" "" 000 000 0 1.0 1 0 1 0
SFGC359.931-0.0407 266.403333 -29.016681 25.15 1.821 32.15 2.725 13.16 58.92 7.066 50.76 15.25 24.92 000 000 0 0.0 1 1 1 1
SFGC0.161-0.0619 266.561167 -28.830719 44.86 2.798 55.88 4.178 13.13 75.86 3.902 65.35 4.988 14.76 000 000 0 0.0 1 1 1 1
SFGC0.157-0.0711 266.567417 -28.839458 26.19 1.902 32.61 2.675 12.37 40.34 2.849 34.81 3.32 13.45 000 000 0 0.0 1 1 1 0
SFGC0.190-0.0545 266.571333 -28.801956 19.91 0.9163 "" "" 20 66.3 2.398 "" "" "" 000 000 1 1.0 1 1 0 0
SFGC0.162-0.0703 266.569792 -28.834503 47.92 2.034 63.5 3.663 15.84 78.62 2.669 68.43 3.45 14.92 000 000 0 0.0 1 1 1 1
SFGC359.938-0.0777 266.444 -29.029508 1.097 0.1486 1.324 0.05537 3.276 5.032 0.3377 4.255 0.1293 4.42 000 000 0 0.0 0 0 0 0
SFGC359.662-0.0599 266.262 -29.255511 3.694 0.111 3.976 0.08876 7.031 5.637 0.2449 4.963 0.1914 9.022 000 000 0 0.0 0 0 0 0
SFGC359.931+0.0484 266.316875 -28.969467 10.02 0.7438 12.82 1.575 18.62 20.38 1.618 17.6 3.344 23.86 000 000 0 0.0 1 0 1 1
SFGC359.740-0.0256 266.274708 -29.171592 18.37 0.2524 22.37 0.3671 12.79 44.47 1.014 38.35 1.209 13.76 000 000 0 0.0 1 0 1 0
SFGC359.962-0.0286 266.410292 -28.983453 18.22 0.648 "" "" 20 67.98 1.908 "" "" 26 000 000 1 1.0 1 0 0 0
SFGC0.176-0.0794 266.58725 -28.826892 9.367 0.3745 10.44 0.3786 8.893 11.67 0.4923 10.25 0.3937 9.232 000 000 0 0.0 1 0 0 0
SFGC359.515-0.0837 266.197167 -29.393392 4.969 0.1649 5.718 0.1557 8.308 18.65 0.4592 15.95 0.4975 12.51 000 000 0 0.0 0 0 0 0
SFGC359.569-0.0427 266.189292 -29.326069 24.96 0.2354 28.82 0.2357 8.807 64.36 0.5382 54.9 0.5705 12.24 000 000 0 0.0 0 0 0 0
SFGC0.162-0.0635 266.563417 -28.830694 38.76 2.831 50.72 5.506 17.1 72.17 3.842 "" "" "" 000 000 0 1.0 1 1 1 0
SFGC359.766-0.0179 266.282625 -29.145528 1.052 0.1296 1.063 0.06201 4.209 "" "" 1.685 0.1797 5.13 000 011 0 0.0 0 0 0 0
SFGC0.692-0.0459 266.859292 -28.368742 19.37 0.1917 "" "" 20 73.97 0.7367 59.86 0.8178 12.82 000 000 1 0.0 1 0 0 0
SFGC359.434-0.1029 266.166917 -29.473097 1.422 0.3519 1.067 0.09457 2.364 21.57 1.136 13.3 0.3662 3.722 000 100 0 0.0 1 0 0 0
SFGC0.185-0.0462 266.560125 -28.801986 24.19 2.33 30.01 2.975 11.23 45.77 4.337 44.26 5.029 13.39 000 000 0 0.0 1 1 0 0
SFGC0.138-0.0647 266.550292 -28.851872 0.4732 0.1232 0.6191 0.05183 3.7 1.516 0.2477 1.573 0.08976 4.184 001 000 0 0.0 0 0 0 0
SFGC0.134-0.0391 266.523042 -28.841867 8.534 0.5621 10.18 0.6861 10.74 24.29 1.663 20.42 1.847 12.82 000 000 0 0.0 1 0 0 0
SFGC0.157-0.0388 266.536375 -28.822064 14.77 1.714 19.38 2.898 14.87 47.38 2.839 38.26 3.964 16.12 000 000 0 0.0 1 1 1 1
SFGC359.951+0.0275 266.349125 -28.963411 1.663 0.1116 1.797 0.08275 6.521 4.332 0.3777 3.809 0.2906 8.882 000 000 0 0.0 0 0 0 0
SFGC359.436-0.1034 266.168917 -29.471108 12.31 0.2665 13.67 0.1124 3.708 52.67 0.8522 49.31 0.4165 5.642 000 000 0 0.0 0 0 0 0
SFGC359.965+0.0299 266.354792 -28.950783 4.746 0.1143 5.357 0.1184 9.109 12.26 0.3388 10.75 0.3095 10.55 000 000 0 0.0 0 0 0 0
SFGC0.178-0.0419 266.551833 -28.805697 24.3 1.615 "" "" "" 69.67 2.49 58.99 3.949 18.31 000 000 1 0.0 1 1 0 1
SFGC359.962-0.0330 266.41475 -28.985625 17.56 1.927 25.19 3.181 14.52 76.99 4.869 69.53 7.065 16.75 000 000 0 0.0 1 1 1 1
SFGC359.964-0.0556 266.437958 -28.995706 12.56 0.3003 15.25 0.4159 12.18 35.05 0.9322 29.75 1.422 17.61 000 000 0 0.0 0 0 1 1
SFGC359.448+0.0141 266.061 -29.399658 2.932 0.08895 3.113 0.07319 7.238 10.02 0.2099 8.811 0.188 10.34 000 000 0 0.0 0 0 0 0
SFGC359.936-0.0502 266.415917 -29.016947 59.18 6.72 73.9 8.957 11.72 218.3 21.21 181.6 32.1 17.47 000 000 0 0.0 1 1 0 1
SFGC0.113-0.0562 266.526708 -28.869303 3.014 0.1799 3.451 0.1891 9.242 7.048 0.7696 6.305 0.6823 10.24 000 000 0 0.0 1 0 0 0
SFGC0.135+0.0473 266.438917 -28.796572 14.66 0.62 18.04 0.9459 13.42 50.33 1.772 42.08 2.3 14.99 000 000 0 0.0 1 0 1 1
SFGC0.144+0.0111 266.48 -28.8071 8.591 0.3343 10.66 0.4744 12.48 25.31 1.06 "" "" "" 000 000 0 1.0 1 0 1 0
SFGC0.492-0.0550 266.750208 -28.544494 36.88 1.273 46.19 2.067 14.29 104.1 3.07 87.54 4.323 16.26 000 000 0 0.0 1 1 1 1
SFGC359.955-0.0378 266.415208 -28.994181 22.22 1.616 "" "" "" 84.35 6.919 "" "" "" 000 000 1 1.0 1 1 0 0
SFGC359.372-0.0793 266.106667 -29.513297 9.699 0.1591 11.06 0.1701 9.403 19.48 0.4903 16.75 0.4686 11.04 000 000 0 0.0 0 0 0 0
SFGC359.961-0.0621 266.442208 -29.002064 1.085 0.1222 1.281 0.06389 4.599 3.171 0.5506 3.445 0.3217 6.746 000 000 0 0.0 0 0 0 0
SFGC0.143-0.0391 266.527875 -28.834858 5.235 0.5726 6.37 0.5724 8.792 19.64 1.656 17.9 1.591 11.09 000 000 0 0.0 1 0 0 0
SFGC359.861+0.0021 266.319917 -29.054 37.11 1.093 45.95 1.771 14.25 55.42 1.448 47.48 1.909 15.23 000 000 0 0.0 1 0 1 1
SFGC359.597-0.0414 266.204833 -29.301344 9.759 0.1616 12.19 0.2566 13.97 21.84 0.329 19.01 0.4266 14.97 000 000 0 0.0 0 0 1 1
SFGC0.646-0.0460 266.832042 -28.408414 0.6005 0.1116 0.3972 0.04025 3.172 4.914 0.3701 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC0.186-0.0519 266.565875 -28.804708 "" "" 7.036 1.008 6.456 23.45 3.982 24.84 2.859 8.288 011 000 0 0.0 1 1 0 0
SFGC359.965-0.0331 266.416667 -28.982911 26.77 0.9804 32.68 1.325 11.89 116.7 3.218 98.55 4.274 15.33 000 000 0 0.0 1 1 0 1
SFGC359.938-0.0366 266.403542 -29.008531 13.96 1.343 16.46 1.28 8.384 28.41 4.91 25.47 4.53 10.65 000 000 0 0.0 1 1 0 0
SFGC0.197-0.0599 266.580208 -28.799483 39.57 0.8885 46.61 1.109 10.98 98.61 1.627 85.89 1.713 12.16 000 000 0 0.0 1 1 0 0
SFGC0.587-0.0572 266.808333 -28.464539 2.627 0.1494 2.991 0.1417 8.342 15.67 0.5977 13.88 0.5738 11.08 000 000 0 0.0 0 0 0 0
SFGC0.491-0.0568 266.7515 -28.546183 42.05 1.002 52.69 1.752 15.38 104.2 3.385 88.42 5.254 17.92 000 000 0 0.0 1 1 1 1
SFGC0.135+0.0257 266.460208 -28.807658 9.97 0.3846 12.45 0.5542 12.67 44.36 1.346 37.57 1.517 13.01 000 000 0 0.0 1 0 1 0
SFGC0.518-0.0453 266.756125 -28.517206 15.18 0.5867 18.9 0.809 12.13 50.56 1.881 41.52 2.638 16.19 000 000 0 0.0 1 1 1 1
SFGC0.169-0.0590 266.562875 -28.822767 3.51 0.5358 "" "" 20 6.571 0.7772 "" "" "" 000 000 1 1.0 1 1 0 0
SFGC359.718-0.0354 266.271083 -29.195594 17.39 0.2748 19.56 0.2592 8.298 25.86 0.7943 22.39 0.6437 9.355 000 000 0 0.0 1 0 0 0
SFGC359.925-0.0400 266.399208 -29.021208 11.22 0.7974 13.83 1.209 13.33 43.03 3.25 36.43 4.247 15.08 000 000 0 0.0 1 1 1 1
SFGC0.157-0.0417 266.53925 -28.823522 21.67 1.629 27.13 2.086 11.26 32.68 2.694 28.71 2.612 11.2 000 000 0 0.0 1 1 0 0
SFGC0.020-0.0921 266.506708 -28.967058 1.661 0.09861 1.95 0.09472 8.448 3.094 0.3616 3.151 0.2423 7.738 000 000 0 0.0 0 0 0 0
SFGC359.752-0.0066 266.263583 -29.150983 21.44 0.4491 "" "" 20 33.2 0.7572 28.31 0.8938 13.63 000 000 1 0.0 1 0 0 0
SFGC359.365-0.0745 266.097667 -29.516956 4.656 0.1152 5.138 0.1116 8.521 8.493 0.4108 7.703 0.3185 8.951 000 000 0 0.0 0 0 0 0
SFGC359.990+0.0134 266.386125 -28.937464 170.3 2.536 195.9 3.081 10.69 236.5 3.628 198.2 4.03 12.82 000 000 0 0.0 1 1 0 0
SFGC0.138-0.0384 266.52425 -28.8386 9.899 0.6762 11.56 0.6978 9.076 34.35 1.557 29.6 1.39 10.31 000 000 0 0.0 1 0 0 0
SFGC0.079-0.0045 266.456417 -28.871094 11.4 0.416 13.3 0.4846 10.25 38.54 1.154 33.97 1.13 11.3 000 000 0 0.0 1 0 0 0
SFGC359.932+0.0449 266.320583 -28.970903 23.46 0.7575 26.92 0.8557 9.936 34.03 1.337 29.95 1.171 10.11 000 000 0 0.0 1 0 0 0
SFGC0.078-0.0142 266.465083 -28.877192 3.383 0.3544 4.143 0.309 7.67 14.1 0.9966 13.04 0.793 9.186 000 000 0 0.0 1 0 0 0
SFGC0.483-0.0799 266.769083 -28.565264 3.807 0.1865 4.221 0.1548 7.301 11.62 0.5958 10.34 0.5138 9.956 000 000 0 0.0 0 0 0 0
SFGC359.399-0.0872 266.131 -29.493892 1.542 0.1299 "" "" "" 3.904 0.3584 4.034 0.2642 8.512 000 000 1 0.0 0 0 0 0
SFGC0.186-0.0732 266.586958 -28.815367 10 0.2313 11.6 0.2546 9.68 11.24 0.4637 9.831 0.3596 8.952 000 000 0 0.0 0 0 0 0
SFGC0.188-0.0415 266.556958 -28.797567 25 1.986 32.29 4.435 19.64 47.46 3.068 39.34 4.914 18.49 000 000 0 0.0 1 1 1 1
SFGC359.700+0.0084 266.21775 -29.187631 8.414 0.2052 10.16 0.2439 10.46 9.453 0.451 8.308 0.4925 12.61 000 000 0 0.0 0 0 0 0
SFGC0.095+0.0111 266.450417 -28.849722 26.04 1.939 34.23 4.156 18.85 70.88 4.302 62.46 6.379 17.12 000 000 0 0.0 1 1 1 1
SFGC0.095-0.0005 266.462042 -28.855283 22.37 0.7174 27.72 1.084 13.3 37.15 1.487 32.47 1.748 13.58 000 000 0 0.0 1 0 1 0
SFGC0.381+0.0174 266.614042 -28.602 61.21 1.392 76.92 2.675 16.9 156.2 3.086 128.9 5.803 21.71 000 000 0 0.0 1 1 1 1
SFGC359.738-0.0338 266.281875 -29.177142 4.57 0.1235 5.422 0.1274 9.076 11.84 0.3297 9.896 0.3434 12.02 000 000 0 0.0 0 0 0 0
SFGC359.875-0.0241 266.35375 -29.055831 5.687 0.2746 6.865 0.3255 10.43 4.695 0.3358 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.011+0.0382 266.3745 -28.906564 69 1.534 83.19 1.964 11.26 120 2.306 101.8 2.753 13.78 000 000 0 0.0 1 1 0 0
SFGC0.138-0.0523 266.537792 -28.845917 16.98 0.6389 20.45 1.032 14.21 39.19 1.323 32.95 1.842 16.07 000 000 0 0.0 1 0 1 1
SFGC359.942-0.0425 266.412042 -29.007581 114.7 8.059 138 12.14 13.25 325.3 17.06 263.3 20.64 13.97 000 000 0 0.0 1 1 1 0
SFGC359.376-0.0937 266.123125 -29.517589 4.707 0.2029 5.799 0.2703 11.72 11.75 0.5883 10.12 0.7834 15.37 000 000 0 0.0 0 0 0 1
SFGC359.470-0.0671 266.153958 -29.422858 0.8479 0.09713 0.8157 0.07621 6.901 0.972 0.2135 1.05 0.09749 5.272 000 001 0 0.0 0 0 0 0
SFGC0.021+0.0314 266.386667 -28.902261 12.5 0.5521 15.65 0.6507 10.37 29.85 1.149 24.8 1.252 12.59 000 000 0 0.0 1 0 0 0
SFGC359.534-0.0623 266.187208 -29.366422 2.377 0.1406 2.544 0.1008 6.305 3.925 0.3945 3.367 0.3114 9.112 000 000 0 0.0 0 0 0 0
SFGC359.528-0.0921 266.21325 -29.386531 0.941 0.1025 0.9512 0.06312 5.415 5.557 0.2123 4.879 0.1529 8.314 000 000 0 0.0 0 0 0 0
SFGC0.121-0.0237 266.499792 -28.845567 8.942 0.2398 10.94 0.3913 14.35 39.6 0.9223 33.9 1.239 15.5 000 000 0 0.0 0 0 1 1
SFGC0.214-0.1232 266.652167 -28.817567 2.507 0.156 2.886 0.1557 8.779 8.404 0.5022 6.995 0.5529 12.71 000 000 0 0.0 0 0 0 0
SFGC0.489-0.0566 266.750333 -28.547447 31.59 1.354 40.03 2.064 13.41 99.38 3.348 81.92 4.479 15.45 000 000 0 0.0 1 1 1 1
SFGC0.202-0.0558 266.579167 -28.793086 10.53 0.8204 14.73 1.205 12.92 24.96 1.594 22.24 1.878 13.6 000 000 0 0.0 1 0 1 0
SFGC359.923-0.0787 266.436042 -29.042714 5.637 0.1622 6.518 0.16 8.674 8.144 0.3451 7.966 0.2603 8.71 000 000 0 0.0 0 0 0 0
SFGC359.944-0.0380 266.408583 -29.003894 66.87 3.611 77.61 4.211 10.26 167.4 15.93 145.1 18.89 13.69 000 000 0 0.0 1 1 0 0
SFGC359.945-0.0423 266.413292 -29.005572 143.2 8.968 "" "" "" 136.1 19.64 "" "" "" 000 100 1 1.0 1 1 0 0
SFGC0.050-0.0230 266.456958 -28.905792 5.031 0.1438 5.911 0.178 10.89 16.48 0.3821 14.43 0.4018 12.14 000 000 0 0.0 0 0 0 0
SFGC0.134-0.0493 266.532917 -28.847092 14.43 0.5316 17.67 0.7567 12.52 38.97 1.489 33.63 2.044 15.84 000 000 0 0.0 1 0 1 1
SFGC0.057+0.0114 266.427667 -28.881761 11.62 0.2825 13.8 0.3554 11.06 19.94 1.063 17.78 0.8628 9.366 000 000 0 0.0 1 0 0 0
SFGC359.963-0.0165 266.399 -28.976489 5.143 0.2958 6.153 0.3419 10.17 7.396 0.5233 7.372 0.3686 8.133 000 000 0 0.0 0 0 0 0
SFGC0.142-0.0727 266.560208 -28.852883 1.012 0.1386 1.312 0.1105 7.014 3.088 0.2994 2.683 0.1829 7.052 000 000 0 0.0 0 0 0 0
SFGC0.169-0.0440 266.548125 -28.815117 35.67 2.378 45.37 4.196 15.52 53.79 3.196 45.99 3.886 14.04 000 000 0 0.0 1 1 1 1
SFGC0.548-0.0589 266.786958 -28.498669 28.75 0.1493 25.28 0.06151 3.624 42.68 0.378 34.49 0.139 4.246 000 000 0 0.0 0 0 0 0
SFGC359.957-0.0366 266.415083 -28.991972 27.93 0.8563 34.77 1.227 12.6 108.6 4.813 93.7 6.102 14.63 000 000 0 0.0 1 1 1 1
SFGC0.197-0.0062 266.528417 -28.770847 13.95 0.1253 15.47 0.117 8.215 26.98 0.3205 23.62 0.3111 11.21 000 000 0 0.0 0 0 0 0
SFGC359.441-0.0820 266.151 -29.455728 9.161 0.7355 11.61 1.084 12.97 29.49 2.065 25.58 2.579 14.42 000 000 0 0.0 1 0 1 1
SFGC0.188-0.0516 266.567292 -28.802058 15.42 1.554 19.64 2.428 13.74 50.5 3.36 44.12 4.063 13.96 000 000 0 0.0 1 1 1 0
SFGC0.044+0.0216 266.409875 -28.887781 52.26 2.91 "" "" 20 119.8 4.925 95.17 9.463 22.18 000 000 1 0.0 1 1 0 1
SFGC0.095+0.0021 266.459333 -28.854111 15.64 0.911 18.46 1.259 12.16 34.83 1.421 28.97 2.045 16.61 000 000 0 0.0 1 0 1 1
SFGC0.096+0.0160 266.446708 -28.845558 30.22 1.571 37.21 2.314 12.96 47.67 4.14 47.52 5.539 15.45 000 000 0 0.0 1 1 1 1
SFGC359.348-0.0821 266.094958 -29.535369 4.975 0.1591 "" "" 20 10.98 0.4341 9.611 0.4139 11.01 000 000 1 0.0 0 0 0 0
SFGC0.068+0.0297 266.416417 -28.862783 12.61 0.74 15.26 0.9788 11.63 43.32 2.498 35.96 3.105 14.35 000 000 0 0.0 1 1 0 1
SFGC359.959-0.0259 266.405708 -28.984933 5.533 0.5261 6.321 0.5521 9.23 22.26 1.963 18.81 1.631 9.59 000 000 0 0.0 1 0 0 0
SFGC0.536-0.0841 266.804333 -28.522269 76.61 1.921 96.09 2.757 12.62 140.1 3.214 122 3.825 13.74 000 000 0 0.0 1 1 1 0
SFGC359.987+0.0155 266.382375 -28.938939 63.13 2.329 "" "" 20 130.4 3.394 "" "" 26 000 000 1 1.0 1 1 0 0
SFGC359.534-0.1004 266.224625 -29.386242 1.796 0.1309 1.736 0.07574 5.091 4.646 0.2244 3.983 0.1708 8.787 000 000 0 0.0 0 0 0 0
SFGC359.931-0.0546 266.4175 -29.023156 22.66 1.476 "" "" 20 117 6.142 99.93 7.639 14.36 000 000 1 0.0 1 1 0 1
SFGC0.479-0.0554 266.742917 -28.555736 1.063 0.2278 1.456 0.1542 5.952 6.693 1.055 7.944 0.8157 8.927 000 000 0 0.0 0 0 0 0
SFGC0.630-0.0282 266.805333 -28.412875 31.04 0.5375 37.36 0.9526 15.59 111.3 1.681 94.77 1.977 13.58 000 000 0 0.0 1 1 1 0
SFGC359.411-0.0392 266.09075 -29.459333 10.4 0.1478 12.14 0.1701 10.13 26.24 0.3932 22.33 0.4086 11.99 000 000 0 0.0 0 0 0 0
SFGC0.094+0.0081 266.452875 -28.851919 42.5 1.313 52.84 1.928 12.92 86.28 3.738 75.3 4.2 12.97 000 000 0 0.0 1 1 1 0
SFGC359.952+0.0124 266.364375 -28.9707 2.207 0.183 2.458 0.1404 6.746 3.999 0.7453 4.178 0.4736 7.335 000 000 0 0.0 0 0 0 0
SFGC0.208+0.0266 266.502708 -28.744769 6.504 0.1245 7.546 0.1438 10.16 13.44 0.4171 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC0.088-0.0022 266.459625 -28.861908 7.982 0.3921 9.898 0.7317 16.41 16.72 0.9084 15.99 1.012 12.87 000 000 0 0.0 1 0 1 0
SFGC0.011-0.0589 266.46925 -28.957025 1.802 0.1685 2.058 0.1768 9.229 9.845 0.3422 "" "" "" 000 000 0 1.0 0 0 0 0
SFGC359.876-0.0241 266.354917 -29.054217 5.932 0.2824 7.194 0.3409 10.62 3.175 0.3833 3.735 0.2925 8.81 000 000 0 0.0 0 0 0 0
SFGC0.100-0.0147 266.47875 -28.858539 5.38 0.1541 6.35 0.1891 10.79 17.25 0.425 15.13 0.476 12.93 000 000 0 0.0 0 0 0 0
SFGC0.138-0.0328 266.518917 -28.835619 6.673 0.3593 8.311 0.4394 10.76 17.18 1.558 16.45 1.8 13.34 000 000 0 0.0 1 0 0 0
SFGC359.516-0.0967 266.210333 -29.399444 2.072 0.1423 2.386 0.1509 9.328 5.518 0.2747 4.66 0.2449 10.29 000 000 0 0.0 0 0 0 0
SFGC359.885-0.0122 266.348583 -29.040289 2.433 0.1206 2.506 0.07861 5.732 11.07 0.4491 9.857 0.3873 9.956 000 000 0 0.0 0 0 0 0
SFGC0.188-0.0541 266.569625 -28.803639 19.2 1.021 26.27 2.132 18.37 75.56 3.296 64.55 5.26 18.42 000 000 0 0.0 1 1 1 1
SFGC0.088-0.0095 266.466542 -28.8661 17.19 0.4956 20.58 0.6789 12.05 38.01 0.7042 32.99 1.006 16.49 000 000 0 0.0 1 0 1 1
SFGC0.187-0.0436 266.558833 -28.79885 25.05 1.903 31.01 3.302 15.26 30.84 1.838 27.19 2.606 16.37 000 000 0 0.0 1 0 1 1
SFGC359.435-0.0888 266.154042 -29.464281 5.739 0.8153 7.302 0.9814 10.59 21.49 2.404 18.31 2.561 12.3 000 000 0 0.0 1 1 0 0
SFGC0.123+0.0426 266.436542 -28.809133 20.48 1.332 25.61 2.429 16.04 79.79 3.388 70.02 4.17 14.21 000 000 0 0.0 1 1 1 1
SFGC359.456-0.0670 266.145208 -29.435144 4.685 0.1942 4.95 0.1489 6.744 9.161 0.5521 "" "" 26 000 000 0 1.0 0 0 0 0
SFGC0.536-0.0822 266.802875 -28.52075 92.66 2.36 112.8 3.317 12.36 167.2 3.665 145.8 4.553 14.34 000 000 0 0.0 1 1 1 1
SFGC0.087+0.0087 266.448167 -28.857475 8.198 0.5142 10.34 0.6522 11.16 18.2 2.223 16.62 2.068 10.74 000 000 0 0.0 1 0 0 0
SFGC0.188-0.0486 266.564375 -28.800597 13.01 1.467 15.71 1.638 9.82 28.78 3.392 24.18 3.563 12.13 000 000 0 0.0 1 1 0 0
SFGC0.092+0.0130 266.446958 -28.851011 17.05 2.089 22 2.958 12.46 51.84 4.546 44.55 5.779 14.68 000 000 0 0.0 1 1 1 1
SFGC359.346-0.0829 266.094958 -29.536867 4.112 0.1969 4.692 0.251 11.21 13.02 0.3858 10.71 0.5936 17.76 000 000 0 0.0 0 0 0 1
SFGC0.154-0.0366 266.532333 -28.823658 8.74 1.264 12.04 1.683 11.71 22.73 2.916 19.1 3.761 14.89 000 000 0 0.0 1 1 0 1
SFGC359.935-0.0529 266.417667 -29.01955 21.21 4.899 "" "" "" 95.59 14.49 "" "" "" 100 000 1 1.0 1 1 0 0
SFGC0.381+0.0159 266.615625 -28.602589 59.25 1.555 73.98 2.559 14.47 133.2 4.663 111.6 6.643 16.45 000 000 0 0.0 1 1 1 1
SFGC0.158-0.0353 266.533625 -28.819325 17.56 0.9735 22.83 1.682 15.19 65.06 1.815 57.62 2.669 16.97 000 000 0 0.0 1 0 1 1
SFGC0.078+0.0011 266.450167 -28.869333 2.068 0.4201 2.571 0.3127 6.546 "" "" 3.101 0.6138 5.118 001 011 0 0.0 1 0 0 0
